ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
9,0.000,0.000,0.000,0.000,abc.py:117(__instancecheck__)
50/7,0.000,0.000,0.000,0.000,abc.py:121(__subclasscheck__)
1,0.000,0.000,0.000,0.000,os.py:48(<listcomp>)
1,0.000,0.000,0.000,0.000,os.py:44(_get_exports_list)
1,0.000,0.000,0.000,0.000,os.py:674(__getitem__)
1,0.000,0.000,0.000,0.000,os.py:754(encode)
1,0.000,0.000,0.000,0.000,os.py:804(fsencode)
1,0.000,0.000,0.000,0.000,os.py:1073(__subclasshook__)
1,0.000,0.000,0.000,0.000,posixpath.py:41(_get_sep)
2,0.000,0.000,0.000,0.000,_collections_abc.py:80(_check_methods)
1,0.000,0.000,0.000,0.000,posixpath.py:60(isabs)
1,0.000,0.000,0.000,0.000,_collections_abc.py:383(__subclasshook__)
3,0.000,0.000,0.000,0.000,posixpath.py:228(expanduser)
20,0.000,0.000,0.000,0.000,_collections_abc.py:411(__subclasshook__)
1,0.000,0.000,0.000,0.000,posixpath.py:334(normpath)
1,0.000,0.000,0.000,0.000,posixpath.py:372(abspath)
2,0.000,0.000,0.000,0.000,_collections_abc.py:926(clear)
4,0.000,0.000,0.000,0.000,__init__.py:419(<genexpr>)
1,0.000,0.000,0.000,0.000,__init__.py:345(namedtuple)
1,0.000,0.000,0.000,0.000,functools.py:35(update_wrapper)
1,0.000,0.000,0.000,0.000,functools.py:392(__get__)
2,0.000,0.000,0.000,0.000,functools.py:839(register)
1,0.000,0.000,0.000,0.000,functools.py:798(singledispatch)
2,0.000,0.000,0.000,0.000,types.py:171(__get__)
1,0.000,0.000,0.001,0.001,re.py:250(compile)
1,0.000,0.000,0.001,0.001,re.py:289(_compile)
35,0.000,0.000,0.000,0.000,enum.py:12(_is_descriptor)
43,0.000,0.000,0.000,0.000,enum.py:22(_is_dunder)
43,0.000,0.000,0.000,0.000,enum.py:33(_is_sunder)
43,0.000,0.000,0.000,0.000,enum.py:44(_is_private)
4,0.000,0.000,0.000,0.000,enum.py:81(__init__)
43,0.000,0.000,0.000,0.000,enum.py:88(__setitem__)
4,0.000,0.000,0.000,0.000,enum.py:164(__prepare__)
4,0.000,0.000,0.000,0.000,enum.py:197(<dictcomp>)
4,0.000,0.000,0.000,0.000,enum.py:221(<setcomp>)
12,0.000,0.000,0.000,0.000,enum.py:244(<genexpr>)
4,0.000,0.000,0.001,0.000,enum.py:179(__new__)
10,0.000,0.000,0.001,0.000,enum.py:358(__call__)
4,0.000,0.000,0.000,0.000,enum.py:415(__getattr__)
4,0.000,0.000,0.000,0.000,enum.py:443(__members__)
63,0.000,0.000,0.000,0.000,enum.py:462(__setattr__)
4,0.000,0.000,0.001,0.000,enum.py:475(_create_)
4,0.000,0.000,0.001,0.000,enum.py:545(<listcomp>)
35,0.000,0.000,0.000,0.000,enum.py:551(<lambda>)
4,0.000,0.000,0.002,0.000,enum.py:528(_convert_)
4,0.000,0.000,0.000,0.000,enum.py:561(_check_for_existing_members)
12,0.000,0.000,0.000,0.000,enum.py:582(_find_data_type)
12,0.000,0.000,0.000,0.000,enum.py:571(_get_mixins_)
4,0.000,0.000,0.000,0.000,enum.py:618(_find_new_)
6,0.000,0.000,0.000,0.000,enum.py:670(__new__)
2,0.000,0.000,0.000,0.000,enum.py:792(value)
1,0.000,0.000,0.000,0.000,enum.py:977(__and__)
9,0.000,0.000,0.000,0.000,sre_compile.py:65(_combine_flags)
22/1,0.000,0.000,0.000,0.000,sre_compile.py:71(_compile)
8,0.000,0.000,0.000,0.000,sre_compile.py:249(_compile_charset)
8,0.000,0.000,0.000,0.000,sre_compile.py:276(_optimize_charset)
8,0.000,0.000,0.000,0.000,sre_compile.py:423(_simple)
2,0.000,0.000,0.000,0.000,sre_compile.py:453(_get_iscased)
1,0.000,0.000,0.000,0.000,sre_compile.py:461(_get_literal_prefix)
1,0.000,0.000,0.000,0.000,sre_compile.py:492(_get_charset_prefix)
1,0.000,0.000,0.000,0.000,sre_compile.py:536(_compile_info)
2,0.000,0.000,0.000,0.000,sre_compile.py:595(isstring)
1,0.000,0.000,0.000,0.000,sre_compile.py:598(_code)
1,0.000,0.000,0.001,0.001,sre_compile.py:759(compile)
1,0.000,0.000,0.000,0.000,sre_parse.py:76(__init__)
20,0.000,0.000,0.000,0.000,sre_parse.py:81(groups)
9,0.000,0.000,0.000,0.000,sre_parse.py:84(opengroup)
9,0.000,0.000,0.000,0.000,sre_parse.py:96(closegroup)
22,0.000,0.000,0.000,0.000,sre_parse.py:111(__init__)
38,0.000,0.000,0.000,0.000,sre_parse.py:160(__len__)
121,0.000,0.000,0.000,0.000,sre_parse.py:164(__getitem__)
8,0.000,0.000,0.000,0.000,sre_parse.py:168(__setitem__)
26,0.000,0.000,0.000,0.000,sre_parse.py:172(append)
27/10,0.000,0.000,0.000,0.000,sre_parse.py:174(getwidth)
1,0.000,0.000,0.000,0.000,sre_parse.py:224(__init__)
77,0.000,0.000,0.000,0.000,sre_parse.py:233(__next)
51,0.000,0.000,0.000,0.000,sre_parse.py:249(match)
41,0.000,0.000,0.000,0.000,sre_parse.py:254(get)
3,0.000,0.000,0.000,0.000,sre_parse.py:267(getuntil)
35,0.000,0.000,0.000,0.000,sre_parse.py:286(tell)
10,0.000,0.000,0.000,0.000,sre_parse.py:355(_escape)
14/1,0.000,0.000,0.000,0.000,sre_parse.py:435(_parse_sub)
14/1,0.000,0.000,0.000,0.000,sre_parse.py:493(_parse)
1,0.000,0.000,0.000,0.000,sre_parse.py:921(fix_flags)
1,0.000,0.000,0.000,0.000,sre_parse.py:937(parse)
142,0.001,0.000,58.810,0.414,match_three_d.py:101(match_three_d)
65933,0.279,0.000,55.774,0.001,match_three_d.py:108(loss_minimize)
190,0.000,0.000,0.000,0.000,contextlib.py:86(__init__)
190,0.000,0.000,0.001,0.000,contextlib.py:112(__enter__)
190,0.000,0.000,0.001,0.000,contextlib.py:121(__exit__)
1,0.000,0.000,0.000,0.000,__init__.py:109(import_module)
190,0.000,0.000,0.001,0.000,contextlib.py:242(helper)
1,0.000,0.000,0.000,0.000,warnings.py:165(simplefilter)
1,0.000,0.000,0.000,0.000,warnings.py:181(_add_filter)
1,0.000,0.000,0.000,0.000,warnings.py:437(__init__)
1,0.000,0.000,0.000,0.000,warnings.py:458(__enter__)
1,0.000,0.000,0.000,0.000,warnings.py:477(__exit__)
1,0.000,0.000,0.000,0.000,weakref.py:105(__init__)
1,0.000,0.000,0.000,0.000,weakref.py:162(__setitem__)
1,0.000,0.000,0.000,0.000,weakref.py:287(update)
1,0.000,0.000,0.000,0.000,weakref.py:345(__new__)
1,0.000,0.000,0.000,0.000,weakref.py:350(__init__)
1,0.000,0.000,0.000,0.000,weakref.py:365(__init__)
2,0.000,0.000,0.000,0.000,weakref.py:485(popitem)
2,0.000,0.000,0.000,0.000,_weakrefset.py:17(__init__)
2,0.000,0.000,0.000,0.000,_weakrefset.py:21(__enter__)
2,0.000,0.000,0.000,0.000,_weakrefset.py:27(__exit__)
1,0.000,0.000,0.000,0.000,_weakrefset.py:37(__init__)
2,0.000,0.000,0.000,0.000,_weakrefset.py:53(_commit_removals)
3,0.000,0.000,0.000,0.000,_weakrefset.py:59(__iter__)
2,0.000,0.000,0.000,0.000,_weakrefset.py:82(add)
1,0.000,0.000,0.000,0.000,_weakrefset.py:107(remove)
2,0.000,0.000,0.000,0.000,threading.py:228(__init__)
1,0.000,0.000,0.000,0.000,threading.py:256(__enter__)
1,0.000,0.000,0.000,0.000,threading.py:259(__exit__)
1,0.000,0.000,0.000,0.000,threading.py:265(_release_save)
1,0.000,0.000,0.000,0.000,threading.py:268(_acquire_restore)
1,0.000,0.000,0.000,0.000,threading.py:271(_is_owned)
1,0.000,0.000,0.000,0.000,threading.py:280(wait)
2,0.000,0.000,0.000,0.000,threading.py:521(__init__)
2,0.000,0.000,0.000,0.000,threading.py:529(is_set)
1,0.000,0.000,0.000,0.000,threading.py:556(wait)
1,0.000,0.000,0.000,0.000,threading.py:750(_newname)
1,0.000,0.000,0.000,0.000,threading.py:795(__init__)
1,0.000,0.000,0.001,0.001,threading.py:873(start)
1,0.000,0.000,0.000,0.000,threading.py:1127(daemon)
1,0.000,0.000,0.000,0.000,threading.py:1142(daemon)
1,0.000,0.000,0.000,0.000,threading.py:1209(_make_invoke_excepthook)
1,0.000,0.000,0.000,0.000,threading.py:1338(current_thread)
2,0.000,0.000,0.000,0.000,parse.py:103(_noop)
2,0.000,0.000,0.000,0.000,parse.py:114(_coerce_args)
1,0.000,0.000,0.000,0.000,parse.py:372(urlparse)
1,0.000,0.000,0.000,0.000,parse.py:419(_checknetloc)
1,0.000,0.000,0.000,0.000,parse.py:437(urlsplit)
1,0.000,0.000,0.000,0.000,<string>:1(<lambda>)
1,0.000,0.000,0.000,0.000,tempfile.py:134(rng)
1,0.000,0.000,0.000,0.000,tempfile.py:148(<listcomp>)
1,0.000,0.000,0.000,0.000,tempfile.py:145(__next__)
1,0.000,0.000,0.000,0.000,subprocess.py:272(_optim_args_from_interpreter_flags)
1,0.000,0.000,0.000,0.000,subprocess.py:282(_args_from_interpreter_flags)
4,0.000,0.000,0.000,0.000,signal.py:25(_int_to_enum)
6,0.000,0.000,0.000,0.000,signal.py:61(<genexpr>)
2,0.000,0.000,0.000,0.000,signal.py:58(pthread_sigmask)
395598,0.078,0.000,0.078,0.000,{built-in method math.cos}
395598,0.058,0.000,0.058,0.000,{built-in method math.sin}
1,0.002,0.002,0.002,0.002,{built-in method _posixsubprocess.fork_exec}
1,0.000,0.000,0.000,0.000,random.py:117(__init__)
1,0.000,0.000,0.000,0.000,random.py:126(seed)
8,0.000,0.000,0.000,0.000,random.py:237(_randbelow_with_getrandbits)
8,0.000,0.000,0.000,0.000,random.py:343(choice)
9419,0.002,0.000,0.002,0.000,multiarray.py:85(empty_like)
152536,0.025,0.000,0.025,0.000,multiarray.py:153(concatenate)
1,0.000,0.000,0.000,0.000,{function Random.seed at 0x10c5b7280}
14,0.000,0.000,0.000,0.000,{method 'getrandbits' of '_random.Random' objects}
8,0.000,0.000,0.000,0.000,{method 'find' of 'bytearray' objects}
143,0.000,0.000,0.000,0.000,{method 'decode' of 'bytes' objects}
24105,0.011,0.000,0.011,0.000,{method 'startswith' of 'bytes' objects}
285,0.000,0.000,0.000,0.000,{method 'strip' of 'bytes' objects}
63,0.000,0.000,0.000,0.000,{method 'get' of 'mappingproxy' objects}
22,0.000,0.000,0.000,0.000,{method 'items' of 'mappingproxy' objects}
6,0.000,0.000,0.000,0.000,{method 'setter' of 'property' objects}
716332,0.124,0.000,0.124,0.000,{method 'append' of 'list' objects}
1,0.000,0.000,0.000,0.000,{method 'insert' of 'list' objects}
4,0.000,0.000,0.000,0.000,{method 'extend' of 'list' objects}
1,0.000,0.000,0.000,0.000,{method 'remove' of 'list' objects}
1,0.000,0.000,0.000,0.000,{method 'reverse' of 'list' objects}
4,0.000,0.000,0.000,0.000,{method 'sort' of 'list' objects}
8,0.000,0.000,0.000,0.000,{method 'bit_length' of 'int' objects}
33,0.000,0.000,0.000,0.000,{built-in method from_bytes}
561,0.000,0.000,0.000,0.000,{method 'get' of 'dict' objects}
4,0.000,0.000,0.000,0.000,{method 'setdefault' of 'dict' objects}
48,0.000,0.000,0.000,0.000,{method 'pop' of 'dict' objects}
2,0.000,0.000,0.000,0.000,{method 'popitem' of 'dict' objects}
76,0.000,0.000,0.000,0.000,{method 'keys' of 'dict' objects}
934311,0.150,0.000,0.150,0.000,{method 'items' of 'dict' objects}
2,0.000,0.000,0.000,0.000,{method 'values' of 'dict' objects}
83,0.000,0.000,0.000,0.000,{method 'update' of 'dict' objects}
74,0.000,0.000,0.000,0.000,{built-in method fromkeys}
3,0.000,0.000,0.000,0.000,{method 'copy' of 'dict' objects}
19,0.000,0.000,0.000,0.000,{method 'add' of 'set' objects}
1,0.000,0.000,0.000,0.000,{method 'difference' of 'set' objects}
2,0.000,0.000,0.000,0.000,{method 'issubset' of 'set' objects}
21,0.000,0.000,0.000,0.000,{method 'pop' of 'set' objects}
3,0.000,0.000,0.000,0.000,{method 'remove' of 'set' objects}
4,0.000,0.000,0.000,0.000,{method '__contains__' of 'frozenset' objects}
4,0.000,0.000,0.000,0.000,{method 'mro' of 'type' objects}
266,0.000,0.000,0.000,0.000,{built-in method __new__ of type object at 0x10c8a3a38}
5,0.000,0.000,0.000,0.000,{method 'encode' of 'str' objects}
7,0.000,0.000,0.000,0.000,{method 'replace' of 'str' objects}
5,0.000,0.000,0.000,0.000,{method 'split' of 'str' objects}
394,0.000,0.000,0.000,0.000,{method 'join' of 'str' objects}
1,0.000,0.000,0.000,0.000,{method 'find' of 'str' objects}
174,0.000,0.000,0.000,0.000,{method 'lower' of 'str' objects}
22,0.000,0.000,0.000,0.000,{method 'lstrip' of 'str' objects}
22,0.000,0.000,0.000,0.000,{method 'rfind' of 'str' objects}
756,0.000,0.000,0.000,0.000,{method 'rstrip' of 'str' objects}
151,0.000,0.000,0.000,0.000,{method 'rpartition' of 'str' objects}
5,0.000,0.000,0.000,0.000,{method 'upper' of 'str' objects}
890,0.000,0.000,0.000,0.000,{method 'startswith' of 'str' objects}
30,0.000,0.000,0.000,0.000,{method 'endswith' of 'str' objects}
950,0.000,0.000,0.000,0.000,{method 'isupper' of 'str' objects}
7,0.000,0.000,0.000,0.000,{method 'isidentifier' of 'str' objects}
534,0.001,0.000,0.002,0.000,{method 'format' of 'str' objects}
3,0.000,0.000,0.000,0.000,{built-in method _warnings._filters_mutated}
40,0.001,0.000,0.001,0.000,{built-in method builtins.__build_class__}
6/3,0.000,0.000,0.013,0.004,{built-in method builtins.__import__}
9496,0.003,0.000,0.003,0.000,{built-in method builtins.abs}
302/301,0.000,0.000,0.001,0.000,{built-in method builtins.all}
1146,0.001,0.000,0.001,0.000,{built-in method builtins.any}
1212,0.000,0.000,0.000,0.000,{built-in method builtins.callable}
4,0.000,0.000,0.000,0.000,{built-in method builtins.dir}
373,0.000,0.000,0.000,0.000,{built-in method builtins.divmod}
1,0.000,0.000,0.000,0.000,{built-in method builtins.eval}
11/3,0.000,0.000,0.018,0.006,{built-in method builtins.exec}
3088484,0.563,0.000,0.563,0.000,{built-in method builtins.getattr}
2,0.000,0.000,0.000,0.000,{built-in method builtins.globals}
66386,0.027,0.000,0.027,0.000,{built-in method builtins.hasattr}
11,0.000,0.000,0.000,0.000,{built-in method builtins.hash}
3,0.000,0.000,0.000,0.000,{built-in method builtins.id}
1868544/1868543,0.439,0.000,0.440,0.000,{built-in method builtins.isinstance}
395943,0.084,0.000,0.084,0.000,{built-in method builtins.issubclass}
995,0.000,0.000,0.000,0.000,{built-in method builtins.iter}
624196/623923,0.114,0.000,0.114,0.000,{built-in method builtins.len}
1,0.000,0.000,0.000,0.000,{built-in method builtins.locals}
97,0.000,0.000,0.000,0.000,{built-in method builtins.max}
180,0.001,0.000,0.001,0.000,{built-in method builtins.min}
384,0.000,0.000,0.001,0.000,{built-in method builtins.next}
1579,0.000,0.000,0.000,0.000,{built-in method builtins.ord}
1,0.000,0.000,0.000,0.000,{built-in method builtins.print}
51,0.000,0.000,0.000,0.000,{built-in method builtins.setattr}
65937,0.278,0.000,0.278,0.000,{built-in method builtins.sorted}
75,0.000,0.000,0.002,0.000,{built-in method builtins.sum}
4,0.000,0.000,0.000,0.000,{built-in method builtins.vars}
189,0.000,0.000,0.000,0.000,{method 'set' of 'ContextVar' objects}
189,0.000,0.000,0.000,0.000,{method 'reset' of 'ContextVar' objects}
96,0.000,0.000,0.000,0.000,{built-in method _imp.acquire_lock}
96,0.000,0.000,0.000,0.000,{built-in method _imp.release_lock}
10,0.000,0.000,0.000,0.000,{built-in method _imp.is_builtin}
17,0.000,0.000,0.000,0.000,{built-in method _imp.is_frozen}
5,0.012,0.002,0.012,0.002,{built-in method _imp.create_dynamic}
5,0.000,0.000,0.000,0.000,{built-in method _imp.exec_dynamic}
11,0.000,0.000,0.000,0.000,{built-in method _imp._fix_co_filename}
11,0.001,0.000,0.001,0.000,{built-in method marshal.loads}
1,0.000,0.000,0.000,0.000,{built-in method sys.getdefaultencoding}
1,0.000,0.000,0.000,0.000,{built-in method sys.getfilesystemencoding}
1,0.000,0.000,0.000,0.000,{built-in method sys._getframe}
4,0.000,0.000,0.000,0.000,{built-in method sys.intern}
107,0.001,0.000,0.001,0.000,{built-in method posix.stat}
1,0.000,0.000,0.000,0.000,{built-in method posix.getcwd}
1,0.000,0.000,0.000,0.000,{built-in method posix.listdir}
2,0.000,0.000,0.000,0.000,{built-in method posix.getpid}
3,0.000,0.000,0.000,0.000,{built-in method posix.close}
1,0.000,0.000,0.000,0.000,{built-in method posix.write}
2,0.000,0.000,0.000,0.000,{built-in method posix.pipe}
1,0.000,0.000,0.000,0.000,{built-in method posix.sysconf}
1,0.000,0.000,0.000,0.000,{built-in method posix.urandom}
45,0.000,0.000,0.000,0.000,{built-in method posix.fspath}
1,0.000,0.000,0.000,0.000,{method 'match' of 're.Pattern' objects}
75,0.000,0.000,0.000,0.000,{method 'sub' of 're.Pattern' objects}
1,0.000,0.000,0.000,0.000,{built-in method _sre.compile}
1,0.000,0.000,0.000,0.000,{built-in method _codecs.lookup}
3,0.000,0.000,0.000,0.000,{built-in method _codecs.utf_8_decode}
1,0.000,0.000,0.000,0.000,{built-in method _codecs.lookup_error}
2,0.000,0.000,0.000,0.000,{built-in method _weakref.proxy}
284,0.000,0.000,0.000,0.000,{built-in method _operator.index}
1,0.000,0.000,0.000,0.000,{method 'append' of 'collections.deque' objects}
2,0.000,0.000,0.000,0.000,{built-in method _abc._abc_init}
9,0.000,0.000,0.000,0.000,{built-in method _abc._abc_instancecheck}
50/7,0.000,0.000,0.000,0.000,{built-in method _abc._abc_subclasscheck}
2,0.000,0.000,0.000,0.000,{built-in method atexit.register}
2,0.000,0.000,0.000,0.000,{built-in method _signal.pthread_sigmask}
294,0.000,0.000,0.000,0.000,{built-in method time.time}
2,0.000,0.000,0.000,0.000,{built-in method time.perf_counter}
4,0.000,0.000,0.000,0.000,{method 'acquire' of '_thread.lock' objects}
1,0.000,0.000,0.000,0.000,{method 'release' of '_thread.lock' objects}
1,0.000,0.000,0.000,0.000,{method '__enter__' of '_thread.lock' objects}
56,0.000,0.000,0.000,0.000,{method '__exit__' of '_thread.lock' objects}
79,0.000,0.000,0.000,0.000,{method 'acquire' of '_thread.RLock' objects}
79,0.000,0.000,0.000,0.000,{method 'release' of '_thread.RLock' objects}
1,0.000,0.000,0.000,0.000,{method '__exit__' of '_thread.RLock' objects}
1,0.000,0.000,0.000,0.000,{built-in method _thread.start_new_thread}
38,0.000,0.000,0.000,0.000,{built-in method _thread.allocate_lock}
55,0.000,0.000,0.000,0.000,{built-in method _thread.get_ident}
2,0.000,0.000,0.000,0.000,{built-in method io.open}
11,0.001,0.000,0.001,0.000,{built-in method io.open_code}
11,0.000,0.000,0.000,0.000,{method '__exit__' of '_io._IOBase' objects}
1,0.000,0.000,0.000,0.000,{method 'close' of '_io.BufferedReader' objects}
17,0.003,0.000,0.003,0.000,{method 'read' of '_io.BufferedReader' objects}
9,0.000,0.000,0.000,0.000,{method 'seek' of '_io.BufferedReader' objects}
3,0.000,0.000,0.000,0.000,{method 'tell' of '_io.BufferedReader' objects}
77,0.001,0.000,0.001,0.000,{method 'write' of '_io.TextIOWrapper' objects}
77,0.000,0.000,0.000,0.000,{method 'flush' of '_io.TextIOWrapper' objects}
1,0.000,0.000,0.000,0.000,{method 'close' of '_io.TextIOWrapper' objects}
1,0.000,0.000,0.000,0.000,{method 'fileno' of '_io.TextIOWrapper' objects}
74,0.000,0.000,0.000,0.000,{built-in method now}
1,0.000,0.000,0.000,0.000,{built-in method utcfromtimestamp}
182599,0.033,0.000,0.033,0.000,multiarray.py:346(where)
66007,0.009,0.000,0.009,0.000,multiarray.py:669(result_type)
65933,0.017,0.000,0.017,0.000,multiarray.py:741(dot)
75359,0.014,0.000,0.014,0.000,multiarray.py:1080(copyto)
12,0.000,0.000,0.000,0.000,numerictypes.py:283(issubclass_)
6,0.000,0.000,0.000,0.000,numerictypes.py:357(issubdtype)
5,0.000,0.000,0.000,0.000,_dtype.py:24(_kind_name)
5,0.000,0.000,0.000,0.000,_dtype.py:330(_name_includes_bit_suffix)
5,0.000,0.000,0.000,0.000,_dtype.py:346(_name_get)
9419,0.002,0.000,0.002,0.000,numeric.py:199(_ones_like_dispatcher)
9419,0.051,0.000,0.054,0.000,numeric.py:203(ones_like)
65940,0.243,0.000,0.302,0.000,numeric.py:274(full)
783132,0.382,0.000,0.610,0.000,numeric.py:1855(isscalar)
9487,0.002,0.000,0.002,0.000,numeric.py:2374(_array_equal_dispatcher)
9487,0.036,0.000,0.085,0.000,numeric.py:2378(array_equal)
85339,0.012,0.000,0.012,0.000,shape_base.py:19(_atleast_1d_dispatcher)
85339,0.154,0.000,0.311,0.000,shape_base.py:23(atleast_1d)
144,0.000,0.000,0.000,0.000,shape_base.py:77(_atleast_2d_dispatcher)
144,0.000,0.000,0.000,0.000,shape_base.py:81(atleast_2d)
2,0.000,0.000,0.000,0.000,shape_base.py:207(_arrays_for_stack_dispatcher)
2,0.000,0.000,0.000,0.000,shape_base.py:215(_vhstack_dispatcher)
2,0.000,0.000,0.000,0.000,shape_base.py:219(vstack)
